MRGV_vOTUs	ICTV_taxonomy	Representative	Genome_size	Checkv_quality	muivig_quality	Completeness	contamination	Completeness_method	Kmer_freq	MRGV_vFAMs	MRGV_vGENs	UHGV_matched	IsProphage	Host_taxonomy
MRGV_vOTU09026	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Gordonvirus	MRGV_GENOME009026	61043.0	High-quality	High-quality	98.92	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1476	MRGV_vGEN08682	vSUBGEN-36506	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp009774155
MRGV_vOTU09027	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Toyamaviridae	MRGV_GENOME009027	36271.0	Medium-quality	Genome-fragment	55.42	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1644	MRGV_vGEN02396	vSUBFAM-00130	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella muris_A
MRGV_vOTU09028	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009028	45089.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0924	MRGV_vGEN03673	vSUBFAM-00161	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09029	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Brigitvirus	MRGV_GENOME009029	75796.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1301	MRGV_vGEN03259	vFAM-00008	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp014237695
MRGV_vOTU09030	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009030	42431.0	Medium-quality	Genome-fragment	88.3	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1318	MRGV_vGEN02704	vSUBFAM-00011	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09031	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009031	25555.0	Medium-quality	Genome-fragment	68.35	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2595	MRGV_vGEN03239	vGENUS-03208	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09032	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009032	69180.0	Medium-quality	Genome-fragment	58.24	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0079	MRGV_vGEN04199	vSUBFAM-00447	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp910587255
MRGV_vOTU09033	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009033	34811.0	High-quality	High-quality	98.01	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2414	MRGV_vGEN06633	vGENUS-10613	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282
MRGV_vOTU09034	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009034	34993.0	Medium-quality	Genome-fragment	73.05	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1503	MRGV_vGEN01459	vSUBFAM-00553	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09035	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009035	31038.0	Medium-quality	Genome-fragment	66.09	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0130	MRGV_vGEN03102	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC161649;s__MGBC161649 sp910587685
MRGV_vOTU09036	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009036	36566.0	Medium-quality	Genome-fragment	51.1	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0707	MRGV_vGEN00488	vFAM-00008	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC120929;s__MGBC120929 sp910583735
MRGV_vOTU09037	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009037	41311.0	Medium-quality	Genome-fragment	67.54	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN08363	vGENUS-19019	False	Unclassified
MRGV_vOTU09038	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009038	48498.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0130	MRGV_vGEN04377	vFAM-00162	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales
MRGV_vOTU09039	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009039	38404.0	Medium-quality	Genome-fragment	85.1	0.0	AAI-based (high-confidence)	1.02	MRGV_vFAM0192	MRGV_vGEN11446	vGENUS-00911	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU09040	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009040	43778.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0015	MRGV_vGEN00274	vSUBFAM-01218	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09041	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009041	49385.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2161	MRGV_vGEN07368	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09042	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009042	48218.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2379	MRGV_vGEN01856	vFAM-00001	False	Unclassified
MRGV_vOTU09043	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009043	43392.0	Medium-quality	Genome-fragment	84.24	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1873	MRGV_vGEN00123	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae
MRGV_vOTU09044	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009044	701531.0	High-quality	High-quality	100.0	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0453	MRGV_vGEN04261		True	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU09045	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009045	53806.0	High-quality	High-quality	92.91	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2602	MRGV_vGEN10198	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09046	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009046	24709.0	Medium-quality	Genome-fragment	60.37	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0585	MRGV_vGEN00566	vFAM-00003	False	Unclassified
MRGV_vOTU09047	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009047	40189.0	Medium-quality	Genome-fragment	83.87	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2620	MRGV_vGEN11289	vGENUS-13872	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella grimontii
MRGV_vOTU09048	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009048	51933.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1171	MRGV_vGEN11268	vFAM-00001	True	d__Bacteria;p__Bacillota_B;c__Dehalobacteriia;o__UBA4068;f__UBA4997;g__Avidehalobacter;s__MRGM_1429_species
MRGV_vOTU09049	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009049	45677.0	High-quality	High-quality	96.72	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2143	MRGV_vGEN05227	vSUBFAM-01597	False	d__Bacteria
MRGV_vOTU09050	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009050	38078.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0545	MRGV_vGEN11279	vFAM-00022	False	d__Bacteria
MRGV_vOTU09051	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009051	60702.0	Medium-quality	Genome-fragment	83.11	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1647	MRGV_vGEN04990	vFAM-00008	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU09052	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009052	36864.0	High-quality	High-quality	90.97	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM1864	MRGV_vGEN07229	vSUBFAM-01580	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC161649;s__MGBC161649 sp910587685
MRGV_vOTU09053	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009053	54916.0	Medium-quality	Genome-fragment	88.5	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2402	MRGV_vGEN08926	vFAM-00017	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910575665
MRGV_vOTU09054	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009054	32907.0	Medium-quality	Genome-fragment	69.24	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0272	MRGV_vGEN02981	vSUBFAM-00011	False	Unclassified
MRGV_vOTU09055	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009055	29835.0	Medium-quality	Genome-fragment	62.14	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1503	MRGV_vGEN06785	vSUBFAM-00553	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09056	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Eponavirus	MRGV_GENOME009056	40509.0	Medium-quality	Genome-fragment	81.83	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1276	MRGV_vGEN04475	vSUBFAM-00696	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales
MRGV_vOTU09057	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009057	27206.0	Medium-quality	Genome-fragment	66.92	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2615	MRGV_vGEN01365	vSUBFAM-01218	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09058	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009058	40118.0	Medium-quality	Genome-fragment	52.65	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0565	MRGV_vGEN04057	vFAM-00008	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp910588595
MRGV_vOTU09059	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009059	54080.0	High-quality	High-quality	95.54	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1940	MRGV_vGEN01142	vFAM-00008	False	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU09060	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009060	51137.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.07	MRGV_vFAM1503	MRGV_vGEN04384	vSUBFAM-00553	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09061	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009061	46360.0	Medium-quality	Genome-fragment	76.7	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1200	MRGV_vGEN07297	vFAM-00017	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC100174;s__MGBC100174 sp910576895
MRGV_vOTU09062	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009062	49989.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2175	MRGV_vGEN09868	vSUBFAM-00505	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605
MRGV_vOTU09063	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009063	35809.0	Medium-quality	Genome-fragment	75.66	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0179	MRGV_vGEN11287	vSUBFAM-00011	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter muris;strain__MGBC164965
MRGV_vOTU09064	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009064	20433.0	Medium-quality	Genome-fragment	51.22	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0609	MRGV_vGEN09117	vSUBFAM-02447	True	Unclassified
MRGV_vOTU09065	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;f__Steigviridae	MRGV_GENOME009065	89157.0	Medium-quality	Genome-fragment	88.08	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0237	MRGV_vGEN01436	vSUBFAM-00057	False	Unclassified
MRGV_vOTU09066	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009066	292672.0	High-quality	High-quality	99.92	0.0	HMM-based (lower-bound)	1.01	MRGV_vFAM1634	MRGV_vGEN08487	vFAM-00011	True	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus
MRGV_vOTU09067	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009067	23682.0	Medium-quality	Genome-fragment	69.14	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2430	MRGV_vGEN00492	vSUBFAM-00431	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor
MRGV_vOTU09068	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009068	512269.0	High-quality	High-quality	99.98	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0453	MRGV_vGEN04853		True	d__Bacteria
MRGV_vOTU09069	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009069	27460.0	Medium-quality	Genome-fragment	81.35	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2504	MRGV_vGEN05158	vSUBFAM-01002	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805
MRGV_vOTU09070	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009070	54357.0	Medium-quality	Genome-fragment	86.67	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0088	MRGV_vGEN06101	vSUBFAM-00150	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp003513705
MRGV_vOTU09071	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009071	47830.0	Medium-quality	Genome-fragment	77.05	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM2478	MRGV_vGEN07326	vFAM-00060	False	Unclassified
MRGV_vOTU09072	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009072	142759.0	High-quality	High-quality	99.09	0.0	HMM-based (lower-bound)	1.01	MRGV_vFAM1594	MRGV_vGEN07906	vFAM-00134	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09073	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Lagaffevirus	MRGV_GENOME009073	47429.0	Medium-quality	Genome-fragment	79.49	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0541	MRGV_vGEN02415	vSUBGEN-02313	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09074	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Lagaffevirus	MRGV_GENOME009074	34411.0	Medium-quality	Genome-fragment	73.17	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1462	MRGV_vGEN02181	vSUBFAM-00411	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395
MRGV_vOTU09075	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009075	33542.0	Medium-quality	Genome-fragment	51.52	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2053	MRGV_vGEN06735	vSUBFAM-00014	False	Unclassified
MRGV_vOTU09076	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009076	39091.0	High-quality	High-quality	96.54	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0015	MRGV_vGEN10670	vSUBFAM-01218	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09077	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009077	45397.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0924	MRGV_vGEN03673	vSUBFAM-00161	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09078	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009078	34774.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2504	MRGV_vGEN05041	vSUBFAM-01002	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales
MRGV_vOTU09079	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Eponavirus	MRGV_GENOME009079	43484.0	Medium-quality	Genome-fragment	88.06	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0429	MRGV_vGEN03191	vSUBFAM-00696	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910576845;strain__GENOME03497
MRGV_vOTU09080	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009080	34864.0	Medium-quality	Genome-fragment	86.44	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0551	MRGV_vGEN08334	vFAM-00028	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae
MRGV_vOTU09081	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009081	38488.0	Medium-quality	Genome-fragment	81.29	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2143	MRGV_vGEN10945	vSUBFAM-01597	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae
MRGV_vOTU09082	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Lagaffevirus	MRGV_GENOME009082	33407.0	Medium-quality	Genome-fragment	70.49	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0856	MRGV_vGEN07142	vSUBFAM-00411	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09083	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009083	34572.0	Medium-quality	Genome-fragment	63.08	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0895	MRGV_vGEN03057	vFAM-00022	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__MGBC163016;s__MGBC163016 sp910588435
MRGV_vOTU09084	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Alisviridae;g__Honmavirus	MRGV_GENOME009084	42055.0	High-quality	High-quality	98.19	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0910	MRGV_vGEN04004	vSUBFAM-04702	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum
MRGV_vOTU09085	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009085	22855.0	Medium-quality	Genome-fragment	61.65	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1486	MRGV_vGEN03716	vSUBFAM-00877	False	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Scybalousia;s__MRGM_0471_species;strain__GENOME08656
MRGV_vOTU09086	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009086	41400.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0274	MRGV_vGEN02768	vFAM-00001	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__1XD8-76;s__1XD8-76 sp910578085
MRGV_vOTU09087	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009087	44634.0	High-quality	High-quality	96.88	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0937	MRGV_vGEN04215	vSUBFAM-03008	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-475;s__CAG-475 sp910577815
MRGV_vOTU09088	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009088	87645.0	High-quality	High-quality	93.23	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0637	MRGV_vGEN01880	vFAM-00022	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09089	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009089	76008.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2107	MRGV_vGEN03583	vFAM-00001	False	Unclassified
MRGV_vOTU09090	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009090	45557.0	Medium-quality	Genome-fragment	64.6	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1941	MRGV_vGEN11160	vSUBFAM-00550	False	Unclassified
MRGV_vOTU09091	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009091	53210.0	Medium-quality	Genome-fragment	84.2	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2053	MRGV_vGEN07909	vSUBFAM-00014	False	Unclassified
MRGV_vOTU09092	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009092	27090.0	Medium-quality	Genome-fragment	56.35	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1925	MRGV_vGEN11041	vSUBFAM-00011	True	Unclassified
MRGV_vOTU09093	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Arawnvirus	MRGV_GENOME009093	29608.0	Medium-quality	Genome-fragment	85.76	0.0	AAI-based (high-confidence)	1.04	MRGV_vFAM0558	MRGV_vGEN09628	vGENUS-02461	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU09094	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Konodaiviridae	MRGV_GENOME009094	33683.0	Medium-quality	Genome-fragment	58.18	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1492	MRGV_vGEN01695	vSUBFAM-00343	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum gordoncarteri
MRGV_vOTU09095	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009095	32059.0	Medium-quality	Genome-fragment	59.74	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM2500	MRGV_vGEN02315	vFAM-00134	True	Unclassified
MRGV_vOTU09096	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME009096	20047.0	Medium-quality	Genome-fragment	54.07	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1486	MRGV_vGEN01452	vSUBFAM-00877	True	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__HGM10857;s__HGM10857 sp910578745
